    1      1  -1.0000000000  -1.0000000000  -1.0000000000   10.90604209  0.8660000000
    1      1  -1.0000000000   0.0000000000   0.0000000000   10.90604209  0.8660000000
    1      1   0.0000000000  -1.0000000000   0.0000000000   10.90604209  0.8660000000
    1      1   0.0000000000   0.0000000000   1.0000000000   10.90604209  0.8660000000
    1      1   0.0000000000   0.0000000000  -1.0000000000   10.90604209  0.8660000000
    1      1   0.0000000000   1.0000000000   0.0000000000   10.90604209  0.8660000000
    1      1   1.0000000000   0.0000000000   0.0000000000   10.90604209  0.8660000000
    1      1   1.0000000000   1.0000000000   1.0000000000   10.90604209  0.8660000000
    1      1  -1.0000000000  -1.0000000000   0.0000000000   12.27326183  1.0000000000
    1      1  -1.0000000000   0.0000000000  -1.0000000000   12.06093983  1.0000000000
    1      1   0.0000000000  -1.0000000000  -1.0000000000   11.99746835  1.0000000000
    1      1   0.0000000000   1.0000000000   1.0000000000   11.99746835  1.0000000000
    1      1   1.0000000000   0.0000000000   1.0000000000   12.06093983  1.0000000000
    1      1   1.0000000000   1.0000000000   0.0000000000   12.27326183  1.0000000000
    1      1  -2.0000000000  -1.0000000000  -1.0000000000  -0.72603492  1.4140000000
    1      1  -1.0000000000  -2.0000000000  -1.0000000000  -0.75409293  1.4140000000
    1      1  -1.0000000000   0.0000000000   1.0000000000  -0.75409293  1.4140000000
    1      1   0.0000000000  -1.0000000000   1.0000000000  -0.72603492  1.4140000000
    1      1  -1.0000000000  -1.0000000000  -2.0000000000  -0.78180321  1.4140000000
    1      1  -1.0000000000   1.0000000000   0.0000000000  -0.78180321  1.4140000000
    1      1   1.0000000000  -1.0000000000   0.0000000000  -0.78180321  1.4140000000
    1      1   1.0000000000   1.0000000000   2.0000000000  -0.78180321  1.4140000000
    1      1   0.0000000000   1.0000000000  -1.0000000000  -0.72603492  1.4140000000
    1      1   1.0000000000   0.0000000000  -1.0000000000  -0.75409293  1.4140000000
    1      1   1.0000000000   2.0000000000   1.0000000000  -0.75409293  1.4140000000
    1      1   2.0000000000   1.0000000000   1.0000000000  -0.72603492  1.4140000000
    1      1  -2.0000000000  -2.0000000000  -1.0000000000  -1.93495899  1.6580000000
    1      1  -2.0000000000  -1.0000000000   0.0000000000  -1.93495899  1.6580000000
    1      1  -1.0000000000  -2.0000000000   0.0000000000  -1.93495899  1.6580000000
    1      1  -1.0000000000  -1.0000000000   1.0000000000  -1.93495899  1.6580000000
    1      1  -2.0000000000  -1.0000000000  -2.0000000000  -1.92550773  1.6580000000
    1      1  -2.0000000000   0.0000000000  -1.0000000000  -1.92550773  1.6580000000
    1      1  -1.0000000000  -2.0000000000  -2.0000000000  -1.91300800  1.6580000000
    1      1  -1.0000000000   1.0000000000   1.0000000000  -1.91300800  1.6580000000
    1      1   0.0000000000  -2.0000000000  -1.0000000000  -1.91300800  1.6580000000
    1      1   0.0000000000   1.0000000000   2.0000000000  -1.91300800  1.6580000000
    1      1   1.0000000000  -1.0000000000   1.0000000000  -1.92550773  1.6580000000
    1      1   1.0000000000   0.0000000000   2.0000000000  -1.92550773  1.6580000000
    1      1  -1.0000000000   0.0000000000  -2.0000000000  -1.92550773  1.6580000000
    1      1  -1.0000000000   1.0000000000  -1.0000000000  -1.92550773  1.6580000000
    1      1   0.0000000000  -1.0000000000  -2.0000000000  -1.91300800  1.6580000000
    1      1   0.0000000000   2.0000000000   1.0000000000  -1.91300800  1.6580000000
    1      1   1.0000000000  -1.0000000000  -1.0000000000  -1.91300800  1.6580000000
    1      1   1.0000000000   2.0000000000   2.0000000000  -1.91300800  1.6580000000
    1      1   2.0000000000   0.0000000000   1.0000000000  -1.92550773  1.6580000000
    1      1   2.0000000000   1.0000000000   2.0000000000  -1.92550773  1.6580000000
    1      1   1.0000000000   1.0000000000  -1.0000000000  -1.93495899  1.6580000000
    1      1   1.0000000000   2.0000000000   0.0000000000  -1.93495899  1.6580000000
    1      1   2.0000000000   1.0000000000   0.0000000000  -1.93495899  1.6580000000
    1      1   2.0000000000   2.0000000000   1.0000000000  -1.93495899  1.6580000000
    1      1  -2.0000000000  -2.0000000000  -2.0000000000   0.45967501  1.7320000000
    1      1  -2.0000000000   0.0000000000   0.0000000000   0.45967500  1.7320000000
    1      1   0.0000000000  -2.0000000000   0.0000000000   0.45967500  1.7320000000
    1      1   0.0000000000   0.0000000000   2.0000000000   0.45967500  1.7320000000
    1      1   0.0000000000   0.0000000000  -2.0000000000   0.45967500  1.7320000000
    1      1   0.0000000000   2.0000000000   0.0000000000   0.45967500  1.7320000000
    1      1   2.0000000000   0.0000000000   0.0000000000   0.45967500  1.7320000000
    1      1   2.0000000000   2.0000000000   2.0000000000   0.45967501  1.7320000000
    1      1  -2.0000000000  -2.0000000000   0.0000000000   0.32137216  2.0000000000
    1      1  -2.0000000000   0.0000000000  -2.0000000000   0.23253296  2.0000000000
    1      1   0.0000000000  -2.0000000000  -2.0000000000   0.22985905  2.0000000000
    1      1   0.0000000000   2.0000000000   2.0000000000   0.22985905  2.0000000000
    1      1   2.0000000000   0.0000000000   2.0000000000   0.23253296  2.0000000000
    1      1   2.0000000000   2.0000000000   0.0000000000   0.32137216  2.0000000000
    1      1  -3.0000000000  -2.0000000000  -2.0000000000  -0.46369272  2.1790000000
    1      1  -3.0000000000  -1.0000000000  -1.0000000000  -0.46369272  2.1790000000
    1      1  -2.0000000000  -3.0000000000  -2.0000000000  -0.48341376  2.1790000000
    1      1  -2.0000000000   0.0000000000   1.0000000000  -0.48341376  2.1790000000
    1      1  -1.0000000000  -3.0000000000  -1.0000000000  -0.48341376  2.1790000000
    1      1  -1.0000000000   0.0000000000   2.0000000000  -0.48341376  2.1790000000
    1      1   0.0000000000  -2.0000000000   1.0000000000  -0.46369272  2.1790000000
    1      1   0.0000000000  -1.0000000000   2.0000000000  -0.46369272  2.1790000000
    1      1  -2.0000000000  -2.0000000000  -3.0000000000  -0.45853363  2.1790000000
    1      1  -2.0000000000   1.0000000000   0.0000000000  -0.45853362  2.1790000000
    1      1   1.0000000000  -2.0000000000   0.0000000000  -0.45853362  2.1790000000
    1      1   1.0000000000   1.0000000000   3.0000000000  -0.45853362  2.1790000000
    1      1  -1.0000000000  -1.0000000000  -3.0000000000  -0.45853362  2.1790000000
    1      1  -1.0000000000   2.0000000000   0.0000000000  -0.45853362  2.1790000000
    1      1   2.0000000000  -1.0000000000   0.0000000000  -0.45853362  2.1790000000
    1      1   2.0000000000   2.0000000000   3.0000000000  -0.45853363  2.1790000000
    1      1   0.0000000000   1.0000000000  -2.0000000000  -0.46369272  2.1790000000
    1      1   0.0000000000   2.0000000000  -1.0000000000  -0.46369272  2.1790000000
    1      1   1.0000000000   0.0000000000  -2.0000000000  -0.48341376  2.1790000000
    1      1   1.0000000000   3.0000000000   1.0000000000  -0.48341376  2.1790000000
    1      1   2.0000000000   0.0000000000  -1.0000000000  -0.48341376  2.1790000000
    1      1   2.0000000000   3.0000000000   2.0000000000  -0.48341376  2.1790000000
    1      1   3.0000000000   1.0000000000   1.0000000000  -0.46369272  2.1790000000
    1      1   3.0000000000   2.0000000000   2.0000000000  -0.46369272  2.1790000000
